Project,StationName,StationCode,Latitude,Longitude,TripCode,SampleTime_UTC,SampleTime_Local,Year_Local,Month_Local,Day_Local,Time_Local24hr,SampleDepth_m,CTDSST_degC,CTDChlaSurf_mgm3,CTDSalinity_psu,Method,Acanthodinium,Acanthoica,Acanthostomella,Achnanthes,Actiniscus,Actinocyclus,Actinomonas,Actinoptychus,Akashiwo,Alexandrium,Algirosphaera,Alisphaera,Amoeba,Amphidinium,Amphidoma,Amphiprora,Amphisolenia,Amphora,Amphorides,Anabaena,Apedinella,Ascampbelliella,Asterionellopsis,Asteromphalus,Attheya,Azpeitia,Bacillaria,Bacteriastrum,Bellerochea,Bicosta,Biddulphia,Blepharocysta,Braarudosphaera,Brachidinium,Calcidiscus,Calciopappus,Calciosolenia,Calliacantha ,Calycomonas,Calyptrolithophora,Campylodiscus,Cerataulina,Ceratocorys,Ceratoperidinium,Chaetoceros,Chamaesiphon,Chrysochromulina,Cladopyxis,Climacocylis,Climacodium,Coccolithus,Cocconeis,Cochlodinium,Codonella,Codonellopsis,Corethron,Coronosphaera,Corythodinium,Coscinodiscus,Cyclophora,Cyclotella,Cylindrotheca,Cymatocylis,Cymatosira,Cymbella,Cymbomonas,Cyttarocylis,Dactyliosolen,Dadayiella,Detonula,Dictyocha,Dictyocysta,Dinobryon,Dinophysis,Diploneis,Diplopsalis,Dissodinium,Distephanus,Ditylum,Ebria,Emiliania,Entomoneis,Ephemera,Epiplocylis,Epiplocyloides,Erythropsidinium,Eucampia,Euglena,Eunotia,Eutintinnus,Eutreptiella,Favella,Florisphaera,Fragilaria,Fragilariopsis,Gephyrocapsa,Goniodoma,Gonyaulacida,Gonyaulax,Gossleriella,Grammatophora,Guinardia,Gymnodinium,Gyrodinium,Gyrosigma,Halosphaera,Haslea,Helicosphaera,Helicostomella,Helicotheca,Hemiaulus,Hemidiscus,Hemiselmis,Heterocapsa,Heterosigma,Karenia,Karlodinium,Katodinium,Kofoidinium,Laboea,Lauderia,Lepidodinium,Leptocylindrus,Leucocryptos,Levanderina,Licmophora,Lingulodinium,Lioloma,Lithodesmium,Lyngbya,Lyrella,Manguinea,Mastogloia,Melosira,Membraneis,Meringosphaera,Merismopedia,Mesodinium,Mesoporos,Meuniera,Michaelsarsia,Minidiscus,Minutocellus,Nanoneis,Navicula,Nematodinium,Neogloboquadrina,Neostreptotheca,Nephroselmis,Nitzschia,Noctiluca,Nodularia,Ochromonas,Octactis,Odontella,Oolithotus,Ophiaster,Ormosella,Ornithocercus,Oxyphysis,Oxyrrhis,Oxytoxum,Palaeophalacroma,Palmerina,Paralia,Parundella,Parvicorbicula,Peridiniella,Peridinium,Petasaria,Phaeocystis,Phalacroma,Plagioselmis,Plagiotropis,Planktoniella,Pleurasiga,Pleurosigma,Podolampas,Polykrikos,Porosira,Proboscia,Pronoctiluca,Proplectella,Prorocentrum,Protoceratium,Protoperidinium,Protorhabdonella,Prymnesium,Pseliodinium,Pseudanabaena,Pseudo-nitzschia,Pseudosolenia,Pterosperma,Ptychodiscus,Pyramimonas,Pyrocystis,Pyrophacus,Reticulofenestra,Rhabdonella,Rhabdonema,Rhaphoneis,Rhizosolenia,Rhodomonas,Roperia,Rotalia,Salpingella,Scrippsiella,Shionodiscus,Skeletonema,Spatulodinium,Steenstrupiella,Stellarima,Stephanopyxis,Striatella,Strombidium,Surirella,Synedra,Synedropsis,Syracosphaera,Takayama,Teleaulax,Telonema,Tetraselmis,Thalassionema,Thalassiosira,Thalassiothrix,Tintinnidium,Tintinnopsis,Torodinium,Toxarium,Triadinium,Triceratium,Trichodesmium,Trichotoxon,Trigonium,Tripos,Tripos (gametes),Tropidoneis,Tryblionella,Undella,Vorticella,Warnowia,Xystonella,Xystonellopsis
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20130525,2013-05-25T04:00:00Z,2013-05-25 04:00:00,2013,5,25,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154946.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52141.24,0,0,23679734.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3157297.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5912865.079,0,0,0,0,0,0,0,0,7569032.787,0,0,0,11476620.969,0,0,0,0,0,0,0,0,341894.004,0,0,0,0,0,0,234200,0,,0,0,0,0,0,21860230.417,0,0,122783449.193,0,0,0,9471893.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360904.886,21531093.75,0,0,0,0,0,0,0,0,0,947291224.876,0,0,1751436.425,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20130609,2013-06-09T04:00:00Z,2013-06-09 04:00:00,2013,6,9,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,1545065.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717770.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95400,0,0,0,0,0,0,0,0,0,473542.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668722.774,0,0,0,74309.073,0,0,16823214.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5054032.913,0,0,0,0,0,0,0,0,4340332.779,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,95400,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4174649.512,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20130624,2013-06-24T04:00:00Z,2013-06-24 04:00:00,2013,6,24,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40052000,0,0,0,0,0,0,0,0,0,0,0,2922856.796,0,0,0,0,0,0,0,0,5656784.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081230.558,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20130709,2013-07-09T04:00:00Z,2013-07-09 04:00:00,2013,7,9,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19976323.613,0,0,0,95807499.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78367.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18924938.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178328300,0,0,0,0,0,0,0,0,0,0,0,2661319.429,0,0,0,0,0,0,0,0,4144109.068,0,0,0,34498585.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100400,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12419490.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20130724,2013-07-24T04:00:00Z,2013-07-24 04:00:00,2013,7,24,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43762623.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7389019.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3694509.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126737596,0,0,0,0,0,0,0,0,0,0,0,2078161.785,0,0,0,0,0,0,0,0,2573188.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770882.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8312647.14,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20130808,2013-08-08T04:00:00Z,2013-08-08 04:00:00,2013,8,8,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,232520.857,0,0,0,0,0,0,0,0,0,0,3782474.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187156.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723398.221,0,0,0,0,0,0,72947719.8,0,0,0,0,1013162.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27972717.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3420437.529,0,0,0,0,0,0,0,0,6012249.278,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,25800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20130823,2013-08-23T04:00:00Z,2013-08-23 04:00:00,2013,8,23,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50384820.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18731730.375,0,0,0,0,1559014.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16220029.17,0,0,0,0,0,0,0,0,0,0,0,0,138753.558,0,0,0,0,0,0,0,0,0,0,0,0,0,16632,0,0,0,0,0,0,0,0,0,0,0,2339699.153,0,0,0,0,0,0,0,0,4836490.371,0,0,9862362.071,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,185400,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20130907,2013-09-07T04:00:00Z,2013-09-07 04:00:00,2013,9,7,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,447000.029,0,0,0,0,0,0,0,0,0,30812459.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248743.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158747.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10433220.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,978997.984,0,0,0,18064142.5,0,0,0,0,1581099.415,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,4516.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3915991.935,0,0,0,0,0,0,0,0,0,0,2420595.095,0,0,0,5852782.17,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20130922,2013-09-22T04:00:00Z,2013-09-22 04:00:00,2013,9,22,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3477740.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318645.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105285.001,0,0,0,0,0,0,0,0,0,0,0,1087775.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579623.355,0,0,0,0,0,0,0,0,0,0,0,0,0,34902,0,0,0,0,0,0,0,0,0,0,0,5870453.614,0,0,0,0,0,0,0,0,12899079.514,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957995.968,0,0,0,0,0,0,0,0,0,0,4858730.734,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20131007,2013-10-07T04:00:00Z,2013-10-07 04:00:00,2013,10,7,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984158.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125387.664,216874.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7664062.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400552.725,0,0,0,0,0,0,0,0,0,0,0,0,0,27594,0,0,0,0,0,0,0,0,0,0,0,1689162.257,0,0,0,0,0,0,0,0,4980463.158,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,14300.779,0,0,0,0,0,0,14467807.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5407461.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150330,2015-03-30T04:00:00Z,2015-03-30 04:00:00,2015,3,30,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,1480282.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47378318.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20874357.587,0,0,0,77528158.02,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,7128522.702,0,0,0,0,0,0,0,0,0,0,0,0,12921359.67,2743635.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230339.918,0,0,0,0,0,0,0,0,0,0,34157853.572,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150414,2015-04-14T04:00:00Z,2015-04-14 04:00:00,2015,4,14,04:00,28,,,,LM,0,0,0,0,0,,0,0,0,0,0,0,0,657543.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284592.711,0,0,0,0,0,0,0,0,21045511.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7652913.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,9185644.736,0,0,0,0,0,0,0,0,0,13472316.016,0,0,415595.705,0,,0,0,0,0,0,0,3166499.144,0,0,0,0,0,0,0,0,0,0,0,0,0,3656179.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204077.686,0,0,0,0,0,0,0,0,0,0,3560730.466,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150429,2015-04-29T04:00:00Z,2015-04-29 04:00:00,2015,4,29,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10279200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000646.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7172249.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,48006,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17223013.193,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7480911.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150514,2015-05-14T04:00:00Z,2015-05-14 04:00:00,2015,5,14,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,615434.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13858000,0,0,0,0,0,0,0,0,777216.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7172249.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8633051.621,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2963718.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1140679.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343029.725,0,0,0,0,0,0,0,0,0,0,53721189,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150529,2015-05-29T04:00:00Z,2015-05-29 04:00:00,2015,5,29,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,621913.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538342.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21705245.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8748976.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5428667.52,1152687.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150613,2015-06-13T04:00:00Z,2015-06-13 04:00:00,2015,6,13,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6969000,0,0,0,0,0,0,0,0,296789.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355206.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11676611.447,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7294771.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634223.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150628,2015-06-28T04:00:00Z,2015-06-28 04:00:00,2015,6,28,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891455.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6521940.84,0,0,0,0,0,0,0,0,0,0,5072620.653,0,0,0,0,0,103800,0,0,0,0,0,0,0,0,199009.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363931.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9782911.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7828590.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891455.63,1038619.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3396844.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150713,2015-07-13T04:00:00Z,2015-07-13 04:00:00,2015,7,13,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387200,0,0,0,0,0,0,0,0,148394.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677603.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464113.185,0,0,7294771.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26764.776,0,0,0,0,0,388668,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5838305.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4221.512,0,0,0,0,0,0,0,0,0,0,0,774461.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140804.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150728,2015-07-28T04:00:00Z,2015-07-28 04:00:00,2015,7,28,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806295.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8689637.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10626.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3233110.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20158535.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6517228.455,0,0,0,0,0,0,0,0,23673650,0,0,0,0,0,0,0,0,0,0
