Project,StationName,StationCode,Latitude,Longitude,TripCode,SampleTime_UTC,SampleTime_Local,Year_Local,Month_Local,Day_Local,Time_Local24hr,SampleDepth_m,CTDSST_degC,CTDChlaSurf_mgm3,CTDSalinity_psu,Method,Acanthodinium,Acanthoica,Acanthostomella,Achnanthes,Actiniscus,Actinocyclus,Actinomonas,Actinoptychus,Akashiwo,Alexandrium,Algirosphaera,Alisphaera,Amoeba,Amphidinium,Amphidoma,Amphiprora,Amphisolenia,Amphora,Amphorides,Anabaena,Apedinella,Ascampbelliella,Asterionellopsis,Asteromphalus,Attheya,Azpeitia,Bacillaria,Bacteriastrum,Bellerochea,Bicosta,Biddulphia,Blepharocysta,Braarudosphaera,Brachidinium,Calcidiscus,Calciopappus,Calciosolenia,Calliacantha ,Calycomonas,Calyptrolithophora,Campylodiscus,Cerataulina,Ceratocorys,Ceratoperidinium,Chaetoceros,Chamaesiphon,Chrysochromulina,Cladopyxis,Climacocylis,Climacodium,Coccolithus,Cocconeis,Cochlodinium,Codonella,Codonellopsis,Corethron,Coronosphaera,Corythodinium,Coscinodiscus,Cyclophora,Cyclotella,Cylindrotheca,Cymatocylis,Cymatosira,Cymbella,Cymbomonas,Cyttarocylis,Dactyliosolen,Dadayiella,Detonula,Dictyocha,Dictyocysta,Dinobryon,Dinophysis,Diploneis,Diplopsalis,Dissodinium,Distephanus,Ditylum,Ebria,Emiliania,Entomoneis,Ephemera,Epiplocylis,Epiplocyloides,Erythropsidinium,Eucampia,Euglena,Eunotia,Eutintinnus,Eutreptiella,Favella,Florisphaera,Fragilaria,Fragilariopsis,Gephyrocapsa,Goniodoma,Gonyaulacida,Gonyaulax,Gossleriella,Grammatophora,Guinardia,Gymnodinium,Gyrodinium,Gyrosigma,Halosphaera,Haslea,Helicosphaera,Helicostomella,Helicotheca,Hemiaulus,Hemidiscus,Hemiselmis,Heterocapsa,Heterosigma,Karenia,Karlodinium,Katodinium,Kofoidinium,Laboea,Lauderia,Lepidodinium,Leptocylindrus,Leucocryptos,Levanderina,Licmophora,Lingulodinium,Lioloma,Lithodesmium,Lyngbya,Lyrella,Manguinea,Mastogloia,Melosira,Membraneis,Meringosphaera,Merismopedia,Mesodinium,Mesoporos,Meuniera,Michaelsarsia,Minidiscus,Minutocellus,Nanoneis,Navicula,Nematodinium,Neogloboquadrina,Neostreptotheca,Nephroselmis,Nitzschia,Noctiluca,Nodularia,Ochromonas,Octactis,Odontella,Oolithotus,Ophiaster,Ormosella,Ornithocercus,Oxyphysis,Oxyrrhis,Oxytoxum,Palaeophalacroma,Palmerina,Paralia,Parundella,Parvicorbicula,Peridiniella,Peridinium,Petasaria,Phaeocystis,Phalacroma,Plagioselmis,Plagiotropis,Planktoniella,Pleurasiga,Pleurosigma,Podolampas,Polykrikos,Porosira,Proboscia,Pronoctiluca,Proplectella,Prorocentrum,Protoceratium,Protoperidinium,Protorhabdonella,Prymnesium,Pseliodinium,Pseudanabaena,Pseudo-nitzschia,Pseudosolenia,Pterosperma,Ptychodiscus,Pyramimonas,Pyrocystis,Pyrophacus,Reticulofenestra,Rhabdonella,Rhabdonema,Rhaphoneis,Rhizosolenia,Rhodomonas,Roperia,Rotalia,Salpingella,Scrippsiella,Shionodiscus,Skeletonema,Spatulodinium,Steenstrupiella,Stellarima,Stephanopyxis,Striatella,Strombidium,Surirella,Synedra,Synedropsis,Syracosphaera,Takayama,Teleaulax,Telonema,Tetraselmis,Thalassionema,Thalassiosira,Thalassiothrix,Tintinnidium,Tintinnopsis,Torodinium,Toxarium,Triadinium,Triceratium,Trichodesmium,Trichotoxon,Trigonium,Tripos,Tripos (gametes),Tropidoneis,Tryblionella,Undella,Vorticella,Warnowia,Xystonella,Xystonellopsis
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9862,141.8896,SOTS_IN2021_V02_CTD2_5,2021-04-17T03:08:00Z,2021-04-17 03:08:00,2021,4,17,03:08,,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805797.9347,0,0,0,0,0,0,0,0,0,0,2407730.5796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94460.4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496555.0384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626869.8545,0,0,0,0,0,0,0,0,0,0,31039.4063,0,0,0,0,0,0,0,0,0,0,0,27183708.1955,0,0,0,0,0,0,0,0,1653079.0237,0,0,0,0,0,0,0,0,0,5449640.1958,0,0,336222.3774,0,0,0,0,0,0,780090.8994,0,0,0,0,0,0,0,0,0,0,103988486.3892,0,0,0,2321740.2018,985965.6724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676812.3679,0,0,0,0,0,0,0,0,37869307.4223,0,1440338.8289,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-47.0571,141.3822,SOTS_IN2022_V03_CTD5_115,2022-05-08T03:58:00Z,2022-05-08 03:58:00,2022,5,8,03:58,,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-47.0571,141.3822,SOTS_IN2022_V03_CTD5_115,2022-05-08T03:58:00Z,2022-05-08 03:58:00,2022,5,8,03:58,,,,,SEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14320477.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101834.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-47.0571,141.3822,SOTS_IN2022_V03_CTD5_2000,2022-05-08T02:54:00Z,2022-05-08 02:54:00,2022,5,8,02:54,,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-47.0571,141.3822,SOTS_IN2022_V03_CTD5_2000,2022-05-08T02:54:00Z,2022-05-08 02:54:00,2022,5,8,02:54,,,,,SEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-47.0571,141.3822,SOTS_IN2022_V03_CTD5_25,2022-05-08T04:09:00Z,2022-05-08 04:09:00,2022,5,8,04:09,,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-47.0571,141.3822,SOTS_IN2022_V03_CTD5_25,2022-05-08T04:09:00Z,2022-05-08 04:09:00,2022,5,8,04:09,,,,,SEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38187939.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101834.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305503.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-47.0571,141.3822,SOTS_IN2022_V03_CTD5_5,2022-05-08T04:10:56Z,2022-05-08 04:10:56,2022,5,8,04:10,,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-47.0571,141.3822,SOTS_IN2022_V03_CTD5_5,2022-05-08T04:10:56Z,2022-05-08 04:10:56,2022,5,8,04:10,,,,,SEM,0,80194.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35005611.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407338.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-47.0571,141.3822,SOTS_IN2022_V03_CTD5_50,2022-05-08T04:06:00Z,2022-05-08 04:06:00,2022,5,8,04:06,,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-47.0571,141.3822,SOTS_IN2022_V03_CTD5_50,2022-05-08T04:06:00Z,2022-05-08 04:06:00,2022,5,8,04:06,,,,,SEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9546984.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101834.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9649,141.3512,SOTS_IN2023_V03_CTD3_10,2023-05-15T07:30:00Z,2023-05-15 07:30:00,2023,5,15,07:30,,,,,LM,0,0,96682.0006,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8298979.3921,0,0,0,0,0,0,0,0,0,3867280.0248,1424787.3776,0,0,0,0,0,0,0,0,0,0,0,93005288.0693,508852.6348,0,1217442.6502,96682.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475723.5263,0,0,0,0,0,0,78999371.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494604.7611,0,0,0,0,0,0,0,0,0,0,164143.3988,0,0,0,0,0,0,0,865558.3319,0,0,0,8987609.6629,0,0,0,0,0,0,0,0,664968.6232,5877247.9324,0,0,6678690.8323,0,0,0,0,0,6449707.1466,0,0,1392729.6616,0,,0,0,0,0,442186.1838,0,757961.4422,0,0,0,0,0,12721315.871,0,0,173861969.5829,0,0,0,1373902.1141,2042076.5089,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15885743.1939,4168272.9206,0,0,0,0,0,0,0,29879152.1329,0,13739021.1407,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9649,141.3512,SOTS_IN2023_V03_CTD3_5,2023-05-15T07:30:00Z,2023-05-15 07:30:00,2023,5,15,07:30,,,,,LM,0,0,127552.3938,0,0,0,0,0,0,232011.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8117971.4041,0,0,0,0,0,0,0,0,0,5102095.752,1879719.4876,0,0,0,0,0,0,0,0,0,0,0,245403426.7654,83916.0486,0,1569297.2408,127552.3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118819.1089,0,0,0,0,0,0,120083865.4789,0,3323075.5227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81566.3992,0,0,0,0,10523.0725,0,0,0,0,0,60324.8686,0,0,0,0,0,0,0,856447.1915,0,0,0,6608388.8235,0,0,0,0,0,0,0,0,688782.9265,0,0,0,6608388.8235,0,0,0,0,0,8509087.3232,0,0,459356.4498,0,,0,0,0,0,862241.7462,0,999977.201,0,0,0,0,0,4195802.4276,0,0,31474434.2887,0,0,0,3625173.2975,962181.4127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23931808.0966,2749597.5757,0,0,0,0,0,0,0,34492073.8657,0,29437749.8323,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9649,141.3512,SOTS_IN2023_V03_CTD3_60,2023-05-15T07:30:00Z,2023-05-15 07:30:00,2023,5,15,07:30,,,,,LM,0,0,504894.8921,0,0,,0,0,0,367350.8941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7861691.7919,0,0,0,0,0,0,0,0,0,16156636.548,5952445.044,0,0,0,0,0,0,0,0,0,0,0,388555425.7119,265734.1537,0,823882.1703,201957.9569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3587411.0756,0,0,0,0,346743.2105,0,0,0,15845.794,0,0,125559387.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869928.8605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9646.1498,0,0,0,0,0,235385.586,0,0,0,0,0,0,0,904027.5911,0,0,0,12197197.6571,0,0,0,26573415.375,0,0,0,0,912637.3776,0,0,0,6975521.5359,0,0,0,0,0,13472721.5951,0,0,1246824.6494,0,,0,0,0,0,725746.8477,0,0,11210659.6113,0,0,0,0,6643353.8438,0,0,38760182.9666,0,0,0,4304893.2907,1218763.1228,,0,0,1356041.3866,0,0,0,0,0,0,0,0,0,0,0,0,0,1076223.3227,4353529.4949,0,0,0,0,0,0,0,31207114.4499,0,6605929.3288,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9649,141.3512,SOTS_IN2023_V03_CTD4_10,2023-05-19T08:39:00Z,2023-05-19 08:39:00,2023,5,19,08:39,,,,,LM,0,0,248019.8328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963533.8549,0,0,0,0,0,0,0,0,0,0,1827514.5571,0,0,0,0,0,0,0,0,0,0,0,14234137.3219,163170.9426,0,4612989.4012,248019.8328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111364.1683,0,0,0,19459.8482,0,0,185035848.9085,0,0,0,0,0,0,0,0,4143236.5745,0,0,0,0,0,0,0,0,0,0,0,587415.3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16153.9233,0,0,0,0,0,109445.7934,0,0,0,0,0,0,0,0,0,0,0,15272800.2274,0,0,0,8158547.13,0,0,0,0,1832997.1008,1884624.387,0,0,0,0,0,0,0,0,28954683.7644,0,0,765598.0627,0,,0,0,0,0,193212.9611,0,3888820.4408,0,0,0,0,0,8158547.13,0,0,13600134.8948,0,0,0,0,2245101.6334,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11069108.8186,2673233.7612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9649,141.3512,SOTS_IN2023_V03_CTD4_150,2023-05-19T08:39:00Z,2023-05-19 08:39:00,2023,5,19,08:39,,,,,LM,0,0,185219.5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3237443.5278,0,0,0,0,0,0,0,0,0,3704391.8716,5459103.8107,0,0,0,0,0,27927.1315,0,0,0,0,0,70021924.7693,365564.9873,0,3938828.6979,185219.5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511391.8836,0,0,0,58129.9509,0,0,217145602.4718,0,0,0,0,0,0,0,0,3094142.0527,0,0,0,0,0,0,0,0,0,0,0,636768.5123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13672.1305,0,0,0,0,0,1632061.5632,0,0,0,0,0,0,0,0,0,0,0,12611992.0628,0,0,0,6092749.7888,0,0,0,0,1237071.9171,2814850.4024,0,0,19192161.8346,0,0,0,0,0,15445120.7145,0,0,1334068.4937,0,,0,0,0,0,51199.741,0,3630182.1791,0,0,0,0,0,6092749.7888,0,0,66017198.2787,0,0,0,3948101.8631,,,0,0,414550.6956,0,0,0,0,0,0,0,0,0,0,0,0,0,33106479.1647,5989060.6163,0,0,0,0,0,0,0,0,0,42036927.1676,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9649,141.3512,SOTS_IN2023_V03_CTD4_40,2023-05-19T08:39:00Z,2023-05-19 08:39:00,2023,5,19,08:39,,,,,LM,0,0,96682.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460811.3421,0,0,0,0,0,0,0,0,0,0,2849574.7551,0,0,0,0,0,0,0,0,0,0,0,46502644.0347,381639.4761,0,2633655.8608,96682.0006,0,3201700.7784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800221.6536,0,0,0,30343.0098,0,0,326301752.0917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24348.5986,0,0,0,0,0,3163526.2977,0,0,0,0,0,0,0,0,0,0,0,11162954.6768,0,0,0,0,0,0,0,0,428657.4596,0,0,0,13357381.6646,0,0,559737.8983,0,0,38698242.8796,0,0,1094287.5912,0,,0,0,0,0,345002.4071,0,1515922.8845,0,0,0,0,0,0,0,0,10603089.5653,0,,0,4121706.3422,1750351.2933,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9660249.2396,6252409.381,0,0,0,0,0,0,0,7469788.0332,0,13739021.1407,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9378,142.2846,SOTS_RAS_PULSE_10_2013_20130510,2013-05-10T04:00:00Z,2013-05-10 04:00:00,2013,5,10,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829379.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18661044.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51098600,0,0,0,0,0,0,0,0,0,0,0,2795622.401,0,0,0,0,0,0,0,0,11927008.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,949200,0,,0,0,0,0,0,34557490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40583400,0,0,0,0,691149.8,0,0,0,0,0
